wallet,credit_score
0x79fd5077324c498e87fda762e7e8c399ab599c0e,100.0
0x11100946e113443e0f4a2b7db03fedb811b7a7d7,99.99999982256442
0xbe9b0562a6a64758d85cfd8a14155acde0a8228d,99.99999926554783
0x6e276a053a3030d7abf60b61ac40aae0608c838d,99.99999786479357
0x97ebe069ba152b4728d8638348e4d1d18ac9ddd7,99.99999781046262
0xea7f81180283be0f9f0ba1fce26a9ed3458923be,99.99999767770498
0xc4a69d55bb13b215dc683dab31c4eccac1ad60d8,99.99999723955749
0xcfbcdc0b671ef859ad98bbc35e2031bc8c1aeae5,99.99999681352661
0x59e4fa392f955e08f2d2a05cd790b97c59f2511b,99.99999655279701
0x67f49c962011c38cc8d2de9ec7aeeb2e0fcd4f96,99.99999638533792
0x8ab1e71f8622d0d592629391ecfd1041ac16bce4,99.99999585086724
0xd386b4bcf0b4827e2317856a427f03f761a3c812,99.99999549714617
0xe821a441e9f22f24281003b8ff85d52a0f6d847a,99.99999548998623
0x82b13de76ee899d15a78bf618c1dfc90e0043937,99.99999533467043
0x282173335ae1f328b34eb9acadc052e59e70a89f,99.99999526805038
0x1ed483379aa2d3a36909f37d7d357de6e645392e,99.99999516045133
0xa9b59bb4a7fa8c8c1d4ebc1992ef86ce451c94b8,99.99999511402926
0x7b99d8216268df153d2532cc0e71ef0c639e8414,99.999995109011
0x11459c356958862ccaf8ce884759b1a50c552af6,99.99999506766531
0xe03388d24b08886eb1739fdf002fdd1ec4d49776,99.99999501212595
0x19449cf42b24bb4d70160ff5a99ae9ed6b58fa9f,99.99999500134231
0x0c8c5726f60201d428d2ebbda59008174c42a4c8,99.99999494393498
0x11246df30ac198e45efc851579b873284a59d79e,99.99999483517237
0x3bd92d15b407371dc22e557032169d25e1809e27,99.99999482782084
0x1e6cdf06cfc741a79d9ac4816a89b4adc8a50b0f,99.99999474928424
0x31e1334ded9e9a198da949be5f862f582ca3e8e9,99.99999473284427
0x99f4b7bb3866bfa6b35c5b0af8ac91d4dd751bb2,99.99999472677926
0xd8474f1c349cca7309a97662b2e69f809298ee98,99.99999458030939
0x435c34698930062b8d03aa51e10d2b0613c7c209,99.99999455898696
0xbb012f3a95d3ff2e49f7e3bcae836fabd2141380,99.99999452294732
0x12f10f22876c8242ddb484b48a6b04d91c2b2469,99.9999945130197
0x14f17ac7d4e5ad6cfe610635e6749b7a76ad29fd,99.99999439940633
0x23d6201cd884d1a8843a7d34e19f0be7f6901116,99.9999938932242
0xf328cb67e567d47a1c5374ef4bcc9161b390906d,99.99999387129694
0x09e0dc928e03955d5ca85ba2122f8fa75b23937c,99.99999379062935
0x4e7795ada425ba36f897ed8d9a9aba79a15861a8,99.99999364650505
0xbab079c07867f5ec7af21a197e2816c7feea7b45,99.99999361787003
0x56535c04fe89561e7092f472b2cfbd6966eb3a2f,99.99999353594667
0x87ed92be4a0a672fff16ec285321300438d94eda,99.9999935167651
0x666eea28ebe4e51b30a9600482b1478c462f9818,99.99999344796248
0x02beb549dcb28920788fab134202ae2cd07808a2,99.99999344474702
0xca667eb993d78f81479f398c434d9d3eca91c975,99.9999933970304
0xe1d4979d1dba6f4d3da0ddeaa8e4455edd57fcb1,99.99999337194778
0x1c79fbc432a59398de113200349a5a32450dc279,99.99999336894427
0xbfd09fc006d6c36f582138acd14a0a688e79e987,99.99999334276112
0x8bba40af5014cf9c639045cb74722e931f3788dc,99.99999334115677
0x3c6b3b22429addfc44a9d42901390ed751a5a238,99.99999333389863
0x7feebd9f278f36bf2900b7580805339e9167e3b6,99.99999329155781
0xcc09d45e3cdac675ccda6ec2cf8ac612b566fb99,99.99999321012612
0xbb1376cc1c2f4455a3ba5edd39af4e272a4166af,99.99999305726357
0x6045c48aaee481c14f614276d72b68ce24249606,99.99999296321539
0xccf4510e7476e6cfd15adc73238d142864b8dd17,99.99999286289668
0x45765dee51ce94eb638b5e01c1fcdc8f531fbec9,99.9999927771802
0x05564e49e58207fb257e9c3530a576f31f01e867,99.99999275616835
0x4470ca14cde6342a0b001e127066b435088eccd3,99.99999274071402
0x8cf955cab01cbe0c8d93c5e6407627bd95630e3e,99.9999925353066
0xbccb243c8c6e91c8d877e9459a6cbced2f14bd2e,99.99999252101351
0x60090a20eaa3ad6337da91f3e0a109d962c6c259,99.9999925176955
0xf1aa67b2c52b7ceb9abeac8d98e2ce43d8a9539b,99.99999240644264
0x88dc4e7a33aeeec022779acc085b80af61609f98,99.99999240442408
0x3f7a8547baa6b70ff5a86f266715950c9f475a25,99.99999239855437
0xe44fe5d74e7cfae7a2538648e2a89d1acbcf9f9c,99.9999923322625
0x113fb53ad7c0de23c45847aed76b0e148119600e,99.99999231447212
0x61a906b73215a3543e8c8ff7ebf7f05c70ec9007,99.999992236384
0x54a3a8245a5135f77bd6aaf7cbe632836ab8a0da,99.99999220357289
0xaf78e48e6a6f2efae99964aa5aeb4f7d58d251be,99.99999217222224
0xebfbcb73bf24aa83e4799d44bc8ca5202366c366,99.99999198161082
0x8e5081e783c85853f58f4444de35bde87ccb3826,99.99999197619593
0x62b5d52aabbc880e757a7ed3c4d0d9fc0899d35b,99.99999172784068
0xe3124f611ab9e2e8be17590831d7dcc3534142ad,99.9999917210848
0x2531a0edc54daa02b4d3a028eafbcdd674e13e79,99.99999165371027
0xfb4f025ed50e3a200d520c2cf60a198ecb584d6c,99.99999162487165
0x98e0256cb9383e7385726c057fee5aeba8aa69ba,99.99999160330059
0xdc0d142413e97562a2c11074b16f9720c50d94a3,99.99999158539418
0x54e250ea9b59f4d627b7c35570e7acd688916ba6,99.99999157670086
0x023369617ab89ab462893f22352ce656e6c092db,99.9999914802477
0x218bd3b330d40652572b5073e360fff282e389fb,99.99999127918404
0x6b842cf056243a16819ee572b790e83df33f6a34,99.99999123463157
0x99d1b6b980abc79dc0a065df058682550867cd69,99.99999112230293
0x1ef1eec1f94f05c1739e6e6168c44f611b8e19f4,99.99999106938957
0x086706e772dfec04f2acc4e58ba8bf2e8e290156,99.99999099544343
0xf640d8c6a1746b1aeba58bceb3171e914771c1e9,99.99999084344661
0xf36d587f125cf273c21ee2761e74af3cf0600371,99.99999083651531
0x0fdbb13c88cbaf66a9da0625810370598c216b57,99.99999083617419
0x468727d0770a301d2721968765ac0b003ce332c5,99.99999060516981
0xb04dfb5c9f5fcb1ceb9958b66d09a12c84302d33,99.99999059257676
0x2b596664c819265a0e3f5cd9e695d591a4441e82,99.99999052020662
0x048b199693e98011c2f360d600c9b81cd9096c92,99.9999904678711
0xcdc3d84c8f50d139168883c13892ea08d8270a3a,99.9999903820759
0x8d8c1e14c8777cef1dc8e29090c670c5d1d686ef,99.99999031613211
0xadaa82d99ca31379ec8417515a75a7ce3a4b4044,99.99999030615983
0x2ec20e5aa17f736060356f6b186208d5ce0ab4b4,99.99999025845474
0x56aaff9992749f0a97ea83e98a9c4523c9f49b95,99.99999017041384
0x63c7d99b9de8e042741f5f015f0f695b2a9fa87c,99.9999901041169
0x3fd4f10a85dd5e8a8477ff9f9e1d3c2129b807f9,99.99999010031478
0xb3d836fa28a16dcf3f58f5e526ee38dd57d9cc4f,99.99999010010563
0x820adbe5bbaba72979949686e3d32f784542235d,99.99999003960862
0x44153a4a14e603894f842fd07672b1b7e21dc95a,99.99998995975825
0xe9b05bc1fa8684ee3e01460aac2e64c678b9da5d,99.9999899112041
0x1e8ffb72dd374d2b08dc6b510595a2e2f3a1cfd8,99.99998988878195
0x4bb9a1e3ba4aee6f6bb76de1384e7417fd2c9dc2,99.9999898367093
0xf613735f8dd9268487045e018658353b34d18362,99.9999896854467
0x2da45f85a969cf49103ad4283c821705ca2e7759,99.99998967094108
0xb7245baf28f1e959d111a2aa5983a5e42027e2b3,99.99998948537502
0xb1fc02db47f5e75177952724b25f9be9d3e53629,99.99998946729802
0xbd57030f8b7b4eeac3eba31fadeec702f35f4e2d,99.99998937882619
0x84a8879358e28ad4fa324c527e5f8defa41cc2b4,99.99998918972078
0xb60dd5f030b68beb38fea0c414771acda899fcaf,99.99998912028086
0x2bb4aac1ed984d00ff1e2f585018c35015f6bc11,99.99998909900947
0x93bac282a9c5f922b9a786d752efdb15bcb98506,99.99998896516017
0x69d8414d216a7540668e97ec5be5c1be5936fbb7,99.99998889319708
0xb17896a070b9b77cd505c766d8e189e00a23863e,99.99998862237189
0x3fefb091e5650963f1aa6ed2fc74a07bb2ba04e1,99.99998860834788
0x14bb32b25197743079bb03b0c1f3ee0a3637c575,99.99998856204144
0xb0166ab8ccb323729a1225e9b553d8eeab227423,99.99998850491193
0x6916b6bcdd5eeb15d959de45112ef83e58ad8dcb,99.99998834906107
0x4b8012c1f1c394c8ac6d5511f2047b4da4955b23,99.99998832232906
0x215626e069dbf91a08223dbb8903406d28a7376e,99.99998827497338
0x578cf8c239bf1225da4bf95ae08f82955d2a2c14,99.99998823913864
0xfe110c8413138e00a505f2bb764766f42c388fd5,99.9999882257114
0xb1ffc72a5d930da3f48d7b7703f9a1a1acb3cf23,99.9999881635969
0xd121d55308b346ee9675cde51a51174a45a37341,99.99998815580614
0x6b415b39a3656d5ca440aa5088cc1d363676b8e0,99.9999881067497
0x0c0d1b059ff18290bd77e370802306ac420ba11c,99.9999880759317
0x7d436bacf03e104fb5b0dfd200a3b3ba017755fb,99.9999880529724
0x544796b449577afc47eb105d04a9e390f8f7cf56,99.99998804179653
0x09f9fea14594f7adb7113e3bba8b741fceaef9d1,99.99998802944654
0x525b204117240f93454488ffb7b8b186a25ee739,99.99998787966615
0x90a3e25582d50718f66eef67a8571b8f51ec54a5,99.99998787080901
0x757b4aa983aeee9072181f1cfdcd7ec994add604,99.9999878681432
0xf5459ff593b28721fbcd512172088c2e5f4731dc,99.99998777267717
0xbf5847d7281a7307e3a0baf805090dd34d61344b,99.99998772969427
0x2ec7947f3ac9aaaa44b53640506cdc9d848d9489,99.99998771149326
0xea04965fc2ca0f62e4ca2446afb0c25ccc9335c4,99.99998768410995
0x835350ba55d089153a7410bce023197c862056ab,99.99998759348684
0x40d05342433715c3527d87eca9b7c093206ea3ec,99.9999874778704
0x2c304e6f0133ab27a98c45c327ca17894f997921,99.99998744286587
0x2041c791fa6d70b2a3d73d1281c61842a5a49bbb,99.99998735191284
0xe5f98835d66001608d44563dc1eed1acfe4ed0e7,99.99998732799884
0x67976fae8c826cba2b11ea9b323efef437a26417,99.99998731535543
0xaff375fa00ac75001e833869599b7c2dbe9e7c05,99.9999872656973
0x755b8baa3b2ac8df6de2542fad2e834a5cb2cd1c,99.99998721482241
0x2600c321676213fdbfa93f7d9958ed121bc04ada,99.99998717182594
0xb16f7396d623c18d4570f6f3483c17e5d7043f68,99.99998711104803
0x7f7c0f57b9d0087666223b0f065e532ba4c1e2a2,99.9999870514036
0xfea42efc861857a7f1b323f557fab5313fbeb814,99.99998683358878
0xe5d7926b353f7941722256cddb65dee565f87e6b,99.99998681230797
0x84afb542a40aa0e5a1b7c75ece5837d99a8e164a,99.99998675732141
0x3a8fc3fc65333e2edff3a28e922d2ce67bb9f717,99.99998670710771
0xabe4bc276c7b82ab4516734bb01e90d0ded624f2,99.99998652751975
0x4505852860a84663d666cc9d2231c888e2444abe,99.99998652601971
0xd33351c68a6e8dfd6982cb35661ff615975854d3,99.99998650594402
0xf5e506034b97ec41946f8e203037d655dea0e600,99.99998635495135
0x29ad3317a7e230dcf30438fff631c9ca6d733bbd,99.99998633168133
0x940a9d8d1033e4362d54de29f48e31970289ddc8,99.99998623477119
0x19071345c02cb215443c1085bfac6d5077083471,99.99998614737027
0x75b94b59e59f31f1c1744396c189a4f22cc569e2,99.9999859237436
0xbd14bed6e604047d2da419ab4075867c1ae80351,99.99998590317523
0x3b7e36e449c705eff181d487326fee73e85f8ef2,99.99998588114953
0xc14789371df437e087a5e232b05b785d285113f7,99.99998583513535
0x650999888fdc834138f89a9890e58723ecfc1789,99.9999858232166
0xe68dedc87414debd21b8da5e340d862e76c600b6,99.99998582096102
0x8018b586e6c6ceae979d83fe2b938de88b454793,99.99998560623469
0xb2670548e22678d1565718cea422d29c166ba946,99.99998546168348
0x8666dd0923415f580635c363ad83bbedc31e0db6,99.99998538268017
0xd2abb66ac69a350f1a1667d2eda70b2fc99d4e2d,99.99998534337045
0xd3deeda036aed89f940203c64c94f3ebe23e0954,99.99998525713266
0x113292b8e8c06b3aeb44c15167182a400286d1b3,99.99998525149888
0x6925d3ec435c5f15ad6da45aab88782894c36eb8,99.99998513948557
0xf3869571743c63bdc4bf5e92c01595cb30e04d98,99.99998501655546
